,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
290,RPTPMLSLOHOFFBJ17CA,坡道平面,750000,28.17,nan
291,RPXNMLSLOHOFFBJ37CA,坡道平面,900000,28.17,nan
292,RPOOMLSLOHOFFBJ56CA,坡道平面,770000,28.17,nan
293,RPPOMLSLOHOFFBJ66CA,坡道平面,900000,28.17,nan
294,RPSOMLSLOHOFFBJ96CA,坡道平面,710000,28.17,nan
295,RPTOMLSLOHOFFBJ07CA,坡道平面,1000000,28.17,nan
296,RPVOMLSLOHOFFBJ27CA,坡道平面,660000,28.17,nan
297,RPWOMLSLOHOFFBJ37CA,坡道平面,750000,28.17,nan
298,RPXOMLSLOHOFFBJ47CA,坡道平面,1000000,28.17,nan
299,RPOPMLSLOHOFFBJ66CA,坡道平面,750000,28.17,nan
300,RPTNMLSLOHOFFBJ96CA,坡道平面,900000,28.17,nan
301,RPUNMLSLOHOFFBJ07CA,坡道平面,840000,28.17,nan
302,RPXNMLSKPHOFFBJ37CA,坡道平面,0,23.5,nan
303,RPXNMLSKPHOFFBJ37CA,坡道平面,0,23.5,nan
304,RPORMLSKPHOFFBJ86CA,坡道平面,0,29.87,nan
305,RPUOMLQKPHOFFBJ96CA,坡道平面,1300000,48.28,nan
306,RPVOMLQKPHOFFBJ07CA,坡道平面,1350000,48.28,nan
307,RPWOMLQKPHOFFBJ17CA,坡道平面,1400000,49.49,nan
308,RPUOMLPKPHOFFBJ86CA,坡道機械,0,23.94,nan
309,RPQPMLPKPHOFFBJ56CA,坡道平面,0,39.61,nan
310,RPOPMLNJPHOFFBJ68CA,坡道平面,710000,28.17,nan
311,RPPPMLNJPHOFFBJ78CA,坡道平面,840000,28.17,nan
312,RPQPMLNJPHOFFBJ88CA,坡道平面,900000,28.17,nan
313,RPVQMLSJPHOFFBJ37CA,坡道平面,900000,28.17,nan
314,RPQQMLSJPHOFFBJ86CA,坡道平面,900000,28.17,nan
315,RPSQMLSJPHOFFBJ07CA,坡道平面,700000,26.97,nan
316,RPVPMLQKPHOFFBJ17CA,坡道平面,0,48.28,nan
317,RPVPMLQKPHOFFBJ17CA,坡道平面,0,48.28,nan
318,RPWPMLQKPHOFFBJ27CA,坡道平面,1450000,48.28,nan
319,RPXPMLQKPHOFFBJ37CA,坡道平面,1350000,48.28,nan
320,RPWOMLLKPHOFFBJ66CA,坡道平面,900000,29.36,nan
321,RPOPMLLKPHOFFBJ58CA,坡道平面,750000,28.17,nan
322,RPTPMLLKPHOFFBJ09CA,坡道平面,700000,28.17,nan
323,RPUPMLLKPHOFFBJ56CA,坡道平面,970000,28.17,nan
324,RPWPMLLKPHOFFBJ76CA,坡道平面,1000000,28.17,nan
325,RPPNMLMKPHOFFBJ58CA,坡道平面,750000,28.17,nan
326,RPQNMLMKPHOFFBJ68CA,坡道平面,0,28.17,nan
327,RPQNMLMKPHOFFBJ68CA,坡道平面,0,26.97,nan
328,RPRNMLMKPHOFFBJ78CA,坡道平面,890000,28.17,nan
329,RPSNMLMKPHOFFBJ88CA,坡道平面,750000,28.17,nan
330,RPXNMLMKPHOFFBJ76CA,坡道平面,900000,28.17,nan
331,RPOOMLMKPHOFFBJ58CA,坡道平面,690000,28.17,nan
332,RPXUOLRKPHOFFCJ28CA,坡道平面,0,nan,nan
333,RPRNMLTKPHOFFBJ86CA,坡道平面,0,nan,nan
334,RPTOMLOLPHOFFBJ76CA,坡道平面,680000,27.43,nan
335,RPVOMLTKPHOFFCJ47CA,坡道平面,950000,nan,nan
336,RPVOMLTLPHOFFBJ47CA,坡道平面,0,24.74,nan
337,RPQNMLTLPHOFFBJ86CA,坡道平面,0,nan,nan
338,RPQNMLTLPHOFFBJ86CA,坡道平面,0,nan,nan
339,RPWNMLPLPHOFFBJ07CA,坡道平面,1000000,28.17,nan
340,RPOOMLPLPHOFFBJ98CA,坡道平面,870000,28.17,nan
341,RPPPMLOLPHOFFBJ09CA,坡道平面,670000,28.17,nan
342,RPQPMLOLPHOFFBJ56CA,坡道平面,0,28.17,nan
343,RPRPMLOLPHOFFBJ66CA,坡道平面,1000000,28.17,nan
344,RPSNMLPLPHOFFBJ66CA,坡道平面,710000,28.17,nan
345,RPTNMLPLPHOFFBJ76CA,坡道平面,900000,28.17,nan
346,RPUNMLPLPHOFFBJ86CA,坡道平面,610000,26.97,nan
347,RPXNMLQLPHOFFCJ37CA,升降機械,0,nan,nan
348,RPPOMLTLPHOFFBJ86CA,坡道平面,1300000,48.28,nan
349,RPQOMLTLPHOFFBJ96CA,坡道平面,0,48.28,nan
350,RPQOMLTLPHOFFBJ96CA,坡道平面,0,48.28,nan
351,RPOOMLLMPHOFFDJ88CA,坡道平面,0,33.03,nan
352,RPOOMLLMPHOFFDJ88CA,坡道平面,0,33.03,nan
353,RPTOMLLMPHOFFCJ66CA,坡道平面,0,nan,nan
354,RPOPMLKMPHOFFDJ88CA,升降機械,0,8.48,nan
355,RPQPMLKMPHOFFDJ09CA,升降機械,0,8.48,nan
356,RPUPMLOJRHOFFBJ96CA,坡道平面,710000,28.17,nan
357,RPURMLLJQHOFFBJ76CA,坡道平面,900000,28.17,nan
358,RPXPMLLJQHOFFBJ86CA,坡道平面,900000,28.17,nan
359,RPVPMLLJQHOFFBJ66CA,坡道平面,850000,26.97,nan
360,RPRQMLLJQHOFFBJ98CA,坡道平面,900000,28.17,nan
361,RPSQMLLJQHOFFBJ09CA,坡道平面,980000,28.17,nan
362,RPTQMLLJQHOFFBJ56CA,坡道平面,1000000,28.17,nan
363,RPUQMLLJQHOFFBJ66CA,坡道平面,850000,28.17,nan
364,RPWQMLLJQHOFFBJ86CA,坡道平面,830000,28.17,nan
